age,workclass,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week
59,Private,10,Married-civ-spouse,Sales,Husband,7298,0,40
54,Self-emp-not-inc,6,Married-civ-spouse,Sales,Husband,7688,0,51
30,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
52,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,48
27,Private,13,Never-married,Exec-managerial,Not-in-family,13550,0,41
58,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,0,0,50
56,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,1977,45
30,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,48
37,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
32,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,0,0,36
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
52,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,0,0,40
33,Private,10,Married-civ-spouse,Other-service,Husband,0,0,40
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45
47,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,0,0,50
52,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,51
49,Private,10,Married-civ-spouse,Sales,Husband,0,1977,40
31,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,40
61,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,0,2415,60
52,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,51
46,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
58,Private,10,Married-civ-spouse,Tech-support,Husband,0,0,40
39,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,44
50,Private,13,Divorced,Exec-managerial,Not-in-family,0,0,55
49,Private,10,Married-civ-spouse,Sales,Husband,0,0,45
49,Private,10,Married-civ-spouse,Exec-managerial,Not-in-family,0,0,40
60,Private,9,Married-civ-spouse,Exec-managerial,Husband,15024,0,38
57,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
35,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,49
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,0,0,40
31,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
57,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,0,0,40
57,Private,13,Married-civ-spouse,Protective-serv,Husband,0,0,40
39,Private,13,Married-civ-spouse,Sales,Husband,0,0,50
48,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,0,0,60
37,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
57,Private,11,Married-civ-spouse,Sales,Husband,0,0,40
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
45,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,44
44,Local-gov,12,Divorced,Protective-serv,Not-in-family,0,0,54
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,40
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,48
56,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,0,1887,50
42,Private,14,Never-married,Prof-specialty,Not-in-family,0,0,49
41,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,50
35,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,0,0,46
41,Private,15,Married-civ-spouse,Prof-specialty,Wife,15024,0,30
41,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
54,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
56,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,34
46,Private,11,Married-civ-spouse,Exec-managerial,Husband,7688,0,39
40,Private,10,Divorced,Tech-support,Not-in-family,0,0,38
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,60
34,Private,10,Married-civ-spouse,Adm-clerical,Wife,7298,0,41
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,49
44,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,50
32,Private,8,Never-married,Sales,Not-in-family,0,0,41
64,Private,16,Married-civ-spouse,Prof-specialty,Husband,0,0,59
47,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,0,0,60
37,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,50
38,Private,11,Married-civ-spouse,Craft-repair,Husband,5178,0,40
50,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
53,Local-gov,12,Married-civ-spouse,Adm-clerical,Wife,0,0,39
36,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,50
64,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,14
36,Private,12,Married-civ-spouse,Prof-specialty,Husband,0,1887,37
46,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
28,Private,12,Married-civ-spouse,Prof-specialty,Husband,5178,0,50
54,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,0,0,50
31,Private,9,Never-married,Exec-managerial,Not-in-family,13550,0,56
55,Private,13,Married-civ-spouse,Tech-support,Husband,0,0,51
47,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,0,0,44
35,Private,9,Married-civ-spouse,Other-service,Wife,0,0,40
42,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,63
47,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
34,Private,14,Never-married,Exec-managerial,Not-in-family,14084,0,46
60,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50
64,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,0,24
53,Private,9,Married-civ-spouse,Sales,Husband,15024,0,60
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
52,Private,15,Never-married,Exec-managerial,Not-in-family,0,0,50
47,Private,11,Married-civ-spouse,Exec-managerial,Husband,15024,0,57
46,Private,9,Married-civ-spouse,Craft-repair,Husband,4386,0,38
33,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,0,1977,77
35,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,0,1887,45
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
37,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
31,Private,10,Married-civ-spouse,Prof-specialty,Wife,0,0,6
38,Private,11,Married-civ-spouse,Exec-managerial,Husband,0,1887,50
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,1977,74
32,Private,11,Married-civ-spouse,Prof-specialty,Husband,99999,0,40
41,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40
34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,43
29,Private,12,Married-civ-spouse,Prof-specialty,Husband,0,0,50
58,Private,11,Married-civ-spouse,Exec-managerial,Husband,0,0,60
32,Private,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,43
42,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,44
38,Private,14,Never-married,Prof-specialty,Not-in-family,0,0,39
52,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40
26,Private,9,Married-civ-spouse,Sales,Husband,0,0,50
43,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
57,Private,12,Married-civ-spouse,Exec-managerial,Husband,15024,0,60
45,Private,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,50
45,Private,12,Married-civ-spouse,Tech-support,Husband,0,0,59
30,Private,12,Married-civ-spouse,Tech-support,Husband,0,0,41
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,7688,0,60
59,Private,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,55
39,Private,12,Never-married,Prof-specialty,Not-in-family,0,0,40
45,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,45
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,40
32,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,49
41,Private,14,Married-civ-spouse,Tech-support,Husband,0,1902,40
35,Private,15,Never-married,Prof-specialty,Not-in-family,0,0,50
59,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
48,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,0,0,60
70,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,0,2174,46
49,Private,9,Married-civ-spouse,Craft-repair,Husband,4386,0,38
46,Private,13,Divorced,Prof-specialty,Not-in-family,27828,0,52
56,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,80
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60
56,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40
39,Private,15,Married-civ-spouse,Prof-specialty,Husband,0,1977,50
55,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,0,0,40
47,Private,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,0,0,50
56,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
45,Private,12,Divorced,Sales,Not-in-family,8614,0,47
43,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
48,Self-emp-not-inc,12,Married-civ-spouse,Prof-specialty,Husband,0,0,52
25,Private,12,Never-married,Sales,Not-in-family,0,0,45
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,64
41,Private,13,Divorced,Exec-managerial,Not-in-family,0,0,40
48,Private,14,Never-married,Exec-managerial,Not-in-family,27828,0,40
41,Private,10,Married-civ-spouse,Sales,Husband,0,0,67
40,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,55
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,50
50,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,0,0,68
50,Private,11,Married-civ-spouse,Exec-managerial,Husband,0,0,50
39,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,7298,0,40
54,Self-emp-not-inc,6,Married-civ-spouse,Sales,Husband,7688,0,50
38,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Not-in-family,0,0,60
52,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,0,0,94
36,Local-gov,13,Married-civ-spouse,Sales,Husband,7298,0,40
35,Private,13,Never-married,Sales,Not-in-family,13550,0,49
37,Private,10,Married-civ-spouse,Prof-specialty,Husband,0,0,45
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
34,Private,14,Never-married,Prof-specialty,Not-in-family,0,0,60
29,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,48
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,55
26,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
59,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45
43,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,1887,40
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
36,Private,14,Married-civ-spouse,Craft-repair,Not-in-family,0,0,85
59,Private,10,Married-civ-spouse,Protective-serv,Husband,0,0,15
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55
60,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
32,Private,13,Married-civ-spouse,Craft-repair,Husband,0,1485,54
50,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
30,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,40
43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,0,1887,40
33,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50
40,Private,8,Married-civ-spouse,Prof-specialty,Husband,0,0,40
31,State-gov,11,Married-civ-spouse,Prof-specialty,Wife,0,0,40
49,Private,9,Married-civ-spouse,Exec-managerial,Unmarried,0,2254,40
56,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,49
41,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,50
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,40
64,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
58,Private,6,Married-civ-spouse,Craft-repair,Husband,0,1485,40
41,Private,9,Married-civ-spouse,Sales,Husband,0,1887,55
25,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
47,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,0,0,50
35,Private,9,Married-civ-spouse,Tech-support,Husband,3103,0,40
38,Local-gov,12,Married-civ-spouse,Craft-repair,Husband,7298,0,40
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,56
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,56
31,Private,11,Married-civ-spouse,Other-service,Wife,0,0,40
60,Private,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40
53,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60
48,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40
31,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40
54,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Not-in-family,0,0,11
48,Private,11,Married-civ-spouse,Sales,Husband,0,0,40
35,Private,9,Married-civ-spouse,Other-service,Wife,0,0,40
40,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
62,?,12,Married-civ-spouse,?,Husband,0,0,1
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
41,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,15024,0,40
45,Private,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50
41,Private,12,Married-civ-spouse,Craft-repair,Husband,7298,0,40
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,60
37,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,0,1887,49
51,Private,9,Married-civ-spouse,Sales,Husband,7298,0,50
45,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
58,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40
50,Local-gov,13,Divorced,Prof-specialty,Not-in-family,0,0,40
39,Private,9,Married-civ-spouse,Sales,Husband,15024,0,50
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
36,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
35,Private,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40
61,?,15,Married-civ-spouse,?,Husband,0,0,40
35,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
42,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
36,Local-gov,11,Married-civ-spouse,Adm-clerical,Wife,0,0,35
36,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,45
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,5178,0,40
59,Private,12,Married-civ-spouse,Sales,Husband,0,0,45
41,Private,13,Married-civ-spouse,Tech-support,Wife,0,0,25
53,Private,9,Divorced,Craft-repair,Not-in-family,14344,0,41
37,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
45,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,0,0,43
57,Private,12,Married-civ-spouse,Exec-managerial,Husband,7688,0,50
45,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,55
52,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
60,Private,10,Married-civ-spouse,Tech-support,Husband,0,0,40
46,Private,9,Married-civ-spouse,Tech-support,Husband,0,0,40
35,Private,9,Married-civ-spouse,Other-service,Wife,0,0,40
43,Private,15,Married-civ-spouse,Prof-specialty,Wife,0,1977,27
39,Private,14,Never-married,Exec-managerial,Not-in-family,27828,0,54
45,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45
41,Private,15,Never-married,Exec-managerial,Not-in-family,27828,0,59
56,Private,11,Married-civ-spouse,Sales,Husband,0,0,50
25,Private,13,Never-married,Prof-specialty,Own-child,0,0,40
43,Private,12,Divorced,Craft-repair,Not-in-family,0,0,32
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
25,Private,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40
28,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,56
53,Private,12,Divorced,Prof-specialty,Not-in-family,14084,0,41
29,State-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,39
24,Private,9,Separated,Other-service,Unmarried,0,0,47
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,1887,40
43,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
40,Self-emp-not-inc,11,Married-civ-spouse,Tech-support,Husband,0,0,50
52,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,0,0,41
31,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,0,0,52
37,Private,7,Married-civ-spouse,Craft-repair,Husband,0,0,40
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,1887,49
47,Private,12,Married-civ-spouse,Exec-managerial,Husband,15024,0,50
63,Private,8,Married-civ-spouse,Sales,Husband,0,0,40
41,Private,10,Married-civ-spouse,Sales,Husband,0,0,50
31,Private,14,Never-married,Prof-specialty,Not-in-family,14084,0,50
42,Private,12,Married-civ-spouse,Sales,Husband,0,0,65
40,Private,11,Married-civ-spouse,Sales,Husband,0,0,60
33,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,0,0,43
42,Private,9,Married-spouse-absent,Prof-specialty,Not-in-family,0,0,39
34,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
25,Private,10,Married-civ-spouse,Sales,Husband,0,0,40
49,Private,9,Divorced,Exec-managerial,Not-in-family,14084,0,43
40,Private,10,Married-civ-spouse,Sales,Husband,5178,0,59
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,63
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
56,Private,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50
26,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
46,Private,12,Married-civ-spouse,Prof-specialty,Husband,15024,0,49
52,Private,13,Married-civ-spouse,Prof-specialty,Wife,7688,0,20
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,0,60
47,Private,9,Married-civ-spouse,Prof-specialty,Husband,0,1902,40
46,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,59
60,?,12,Married-civ-spouse,?,Husband,0,0,4
67,Private,11,Married-civ-spouse,Sales,Husband,0,0,67
24,Private,10,Married-civ-spouse,Sales,Husband,7298,0,48
25,Private,13,Married-civ-spouse,Craft-repair,Husband,0,0,59
32,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
34,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,0,0,60
45,Private,10,Married-civ-spouse,Sales,Husband,0,1902,40
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
23,Private,12,Never-married,Prof-specialty,Not-in-family,8614,0,40
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45
55,Private,15,Married-civ-spouse,Prof-specialty,Husband,0,1977,53
54,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
26,Private,12,Married-civ-spouse,Exec-managerial,Husband,0,0,55
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,42
44,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,0,0,38
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
50,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
60,?,4,Married-civ-spouse,?,Husband,0,0,31
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,69
43,Private,13,Never-married,Prof-specialty,Not-in-family,10520,0,50
49,Private,10,Married-civ-spouse,Sales,Husband,0,0,45
47,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
32,Private,10,Married-civ-spouse,Prof-specialty,Wife,0,1902,37
35,Private,11,Married-civ-spouse,Sales,Husband,5178,0,52
54,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,98
32,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,60
44,Private,13,Divorced,Exec-managerial,Unmarried,0,0,49
44,Private,13,Divorced,Prof-specialty,Not-in-family,0,0,45
34,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,0,0,61
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
41,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,0,0,40
59,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60
42,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,2415,53
31,Private,13,Married-civ-spouse,Prof-specialty,Wife,0,1902,35
38,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,0,0,49
47,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,0,0,50
58,Private,9,Married-civ-spouse,Exec-managerial,Husband,15024,0,60
23,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,46
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,4386,0,42
43,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
67,Private,15,Married-civ-spouse,Prof-specialty,Husband,20051,0,48
36,Private,14,Never-married,Prof-specialty,Not-in-family,14084,0,44
41,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,36
38,Private,11,Married-civ-spouse,Prof-specialty,Husband,0,0,37
50,Local-gov,14,Divorced,Exec-managerial,Not-in-family,0,0,45
56,Private,13,Married-civ-spouse,Sales,Husband,7688,0,50
38,Private,13,Married-civ-spouse,Sales,Husband,15024,0,45
36,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,60
44,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
38,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
36,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,0,0,60
31,State-gov,11,Married-civ-spouse,Prof-specialty,Wife,0,0,40
37,Private,11,Married-civ-spouse,Adm-clerical,Wife,7688,0,15
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,60
45,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
40,Private,11,Married-civ-spouse,Exec-managerial,Husband,0,0,50
57,Private,15,Married-civ-spouse,Prof-specialty,Husband,15020,0,50
34,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
34,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,0,31
32,Private,13,Never-married,Exec-managerial,Not-in-family,13550,0,48
44,Private,11,Married-civ-spouse,Prof-specialty,Husband,0,2415,94
30,Private,12,Married-civ-spouse,Other-service,Wife,0,0,38
37,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
41,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Husband,0,0,75
55,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,44
25,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
42,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
44,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
28,Private,9,Married-civ-spouse,Adm-clerical,Wife,0,1887,40
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
47,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
48,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
51,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,15024,0,40
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
44,State-gov,11,Married-civ-spouse,Prof-specialty,Husband,0,0,39
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,99999,0,50
37,Private,11,Never-married,Prof-specialty,Not-in-family,8614,0,40
35,Private,10,Never-married,Sales,Not-in-family,0,0,62
37,Private,12,Married-civ-spouse,Exec-managerial,Husband,0,0,65
35,?,9,Married-civ-spouse,?,Husband,0,0,40
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,92
27,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
49,Private,12,Divorced,Exec-managerial,Not-in-family,0,0,61
34,Private,12,Married-civ-spouse,Adm-clerical,Husband,0,0,40
27,Private,13,Married-civ-spouse,Tech-support,Wife,0,0,40
29,Private,10,Married-civ-spouse,Prof-specialty,Husband,3103,0,48
63,?,9,Married-civ-spouse,?,Husband,0,0,40
34,Private,10,Married-civ-spouse,Adm-clerical,Husband,0,0,45
27,Self-emp-not-inc,11,Never-married,Sales,Not-in-family,99999,0,50
52,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40
38,Private,10,Divorced,Exec-managerial,Not-in-family,8614,0,41
48,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,0,0,51
62,Local-gov,9,Married-civ-spouse,Other-service,Husband,0,0,39
49,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40
54,Federal-gov,12,Divorced,Adm-clerical,Unmarried,9477,0,40
37,Private,13,Divorced,Prof-specialty,Unmarried,7430,0,44
32,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,62
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,15024,0,50
45,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,55
66,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,20051,0,37
29,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,0,0,65
41,Private,9,Married-civ-spouse,Adm-clerical,Wife,0,0,45
41,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,44
56,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
53,Private,9,Married-civ-spouse,Craft-repair,Husband,4386,0,39
29,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
40,Private,9,Divorced,Sales,Not-in-family,0,0,60
38,Private,13,Married-civ-spouse,Prof-specialty,Wife,0,0,38
25,Private,12,Married-civ-spouse,Craft-repair,Husband,0,0,57
41,Private,11,Married-civ-spouse,Exec-managerial,Husband,0,0,49
35,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
40,Private,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40
55,Private,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40
49,Private,13,Never-married,Prof-specialty,Not-in-family,8614,0,52
66,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
67,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,20
36,Private,8,Married-civ-spouse,Craft-repair,Husband,5178,0,40
42,Private,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40
33,Private,13,Never-married,Sales,Not-in-family,0,0,50
27,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,60
38,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,49
38,Private,10,Divorced,Exec-managerial,Not-in-family,0,0,40
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
43,Private,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40
56,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40
